_id,BETRIEBSTAG,FAHRT_BEZEICHNER,BETREIBER_ID,BETREIBER_ABK,BETREIBER_NAME,PRODUKT_ID,LINIEN_ID,LINIEN_TEXT,UMLAUF_ID,VERKEHRSMITTEL_TEXT,ZUSATZFAHRT_TF,FAELLT_AUS_TF,BPUIC,HALTESTELLEN_NAME,ANKUNFTSZEIT,AN_PROGNOSE,AN_PROGNOSE_STATUS,ABFAHRTSZEIT,AB_PROGNOSE,AB_PROGNOSE_STATUS,DURCHFAHRT_TF
"84188,14.04.2025,85:138:41040-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8587570,""Buchs SG, Flösweg"",14.04.2025 08:52,14.04.2025 08:54:36,REAL,14.04.2025 08:52,14.04.2025 08:54:51,REAL,false"
"84189,14.04.2025,85:138:41040-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591459,""Buchs SG, Rheinaustrasse"",14.04.2025 08:53,14.04.2025 08:55:18,REAL,14.04.2025 08:53,14.04.2025 08:55:26,REAL,false"
"84190,14.04.2025,85:138:41040-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591453,""Buchs SG, Hallenbad Flös"",14.04.2025 08:54,14.04.2025 08:56:08,REAL,14.04.2025 08:54,14.04.2025 08:56:27,REAL,false"
"84191,14.04.2025,85:138:41040-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8595977,""Buchs SG, Distelweg"",14.04.2025 08:55,14.04.2025 08:57:13,REAL,14.04.2025 08:55,14.04.2025 08:57:19,REAL,false"
"84192,14.04.2025,85:138:41040-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591465,""Buchs SG, Lilienweg"",14.04.2025 08:56,14.04.2025 08:58:02,REAL,14.04.2025 08:56,14.04.2025 08:58:09,REAL,false"
"84196,14.04.2025,85:138:41041-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591465,""Buchs SG, Lilienweg"",14.04.2025 08:30,14.04.2025 08:30:16,REAL,14.04.2025 08:30,14.04.2025 08:30:23,REAL,false"
"84197,14.04.2025,85:138:41041-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8595977,""Buchs SG, Distelweg"",14.04.2025 08:31,14.04.2025 08:30:53,REAL,14.04.2025 08:31,14.04.2025 08:31:04,REAL,false"
"84198,14.04.2025,85:138:41041-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591453,""Buchs SG, Hallenbad Flös"",14.04.2025 08:32,14.04.2025 08:32:25,REAL,14.04.2025 08:32,14.04.2025 08:32:31,REAL,false"
"84199,14.04.2025,85:138:41041-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591459,""Buchs SG, Rheinaustrasse"",14.04.2025 08:32,14.04.2025 08:33:02,REAL,14.04.2025 08:32,14.04.2025 08:33:20,REAL,false"
"84200,14.04.2025,85:138:41041-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8587570,""Buchs SG, Flösweg"",14.04.2025 08:33,14.04.2025 08:33:53,REAL,14.04.2025 08:33,14.04.2025 08:34:15,REAL,false"
"84201,14.04.2025,85:138:41041-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591460,""Buchs SG, Röllweg"",14.04.2025 08:34,14.04.2025 08:34:30,REAL,14.04.2025 08:34,14.04.2025 08:34:50,REAL,false"
"84202,14.04.2025,85:138:41041-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591458,""Buchs SG, Kreuzgasse"",14.04.2025 08:35,14.04.2025 08:35:33,REAL,14.04.2025 08:35,14.04.2025 08:36:05,REAL,false"
"84203,14.04.2025,85:138:41041-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591461,""Buchs SG, Oberstufe Grof"",14.04.2025 08:36,14.04.2025 08:36:39,REAL,14.04.2025 08:36,14.04.2025 08:36:47,REAL,false"
"84204,14.04.2025,85:138:41041-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591456,""Buchs SG, Kath. Kirche"",14.04.2025 08:37,14.04.2025 08:37:24,REAL,14.04.2025 08:37,14.04.2025 08:37:31,REAL,false"
"84205,14.04.2025,85:138:41041-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8581988,""Buchs SG, EW"",14.04.2025 08:38,14.04.2025 08:38:08,REAL,14.04.2025 08:38,14.04.2025 08:38:15,REAL,false"
"84206,14.04.2025,85:138:41041-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591449,""Buchs SG, Grünaustrasse"",14.04.2025 08:39,14.04.2025 08:38:31,REAL,14.04.2025 08:39,14.04.2025 08:38:37,REAL,false"
"84207,14.04.2025,85:138:41041-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8574041,""Buchs SG, Bahnhof"",14.04.2025 08:42,14.04.2025 08:39:47,REAL,14.04.2025 08:48,14.04.2025 08:48:15,REAL,false"
"84208,14.04.2025,85:138:41041-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591467,""Buchs SG, Wiedenstrasse"",14.04.2025 08:49,14.04.2025 08:48:59,REAL,14.04.2025 08:49,14.04.2025 08:49:09,REAL,false"
"84209,14.04.2025,85:138:41041-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591464,""Buchs SG, Stüdtli"",14.04.2025 08:49,14.04.2025 08:49:28,REAL,14.04.2025 08:49,14.04.2025 08:49:36,REAL,false"
"84210,14.04.2025,85:138:41041-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591454,""Buchs SG, Haus Wieden"",14.04.2025 08:50,14.04.2025 08:50:08,REAL,14.04.2025 08:50,14.04.2025 08:50:37,REAL,false"
"84211,14.04.2025,85:138:41041-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8594205,""Buchs SG, Aeuli"",14.04.2025 08:50,14.04.2025 08:51:27,REAL,14.04.2025 08:50,14.04.2025 08:51:42,REAL,false"
"84212,14.04.2025,85:138:41041-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591450,""Buchs SG, Brunnenstrasse"",14.04.2025 08:51,14.04.2025 08:52:09,REAL,14.04.2025 08:51,14.04.2025 08:52:33,REAL,false"
"84213,14.04.2025,85:138:41041-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8588220,""Buchs SG, Langäulistrasse"",14.04.2025 08:52,14.04.2025 08:53:24,REAL,14.04.2025 08:52,14.04.2025 08:53:34,REAL,false"
"84223,14.04.2025,85:138:41044-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8588220,""Buchs SG, Langäulistrasse"",14.04.2025 09:04,14.04.2025 09:05:19,PROGNOSE,14.04.2025 09:04,14.04.2025 09:05:20,PROGNOSE,false"
"84224,14.04.2025,85:138:41044-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591450,""Buchs SG, Brunnenstrasse"",14.04.2025 09:05,14.04.2025 09:06:03,REAL,14.04.2025 09:05,14.04.2025 09:06:04,PROGNOSE,false"
"84225,14.04.2025,85:138:41044-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8594205,""Buchs SG, Aeuli"",14.04.2025 09:05,14.04.2025 09:06:44,REAL,14.04.2025 09:05,14.04.2025 09:07:22,REAL,false"
"84226,14.04.2025,85:138:41044-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591454,""Buchs SG, Haus Wieden"",14.04.2025 09:06,14.04.2025 09:07:59,REAL,14.04.2025 09:06,14.04.2025 09:08:23,REAL,false"
"84227,14.04.2025,85:138:41044-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591464,""Buchs SG, Stüdtli"",14.04.2025 09:07,14.04.2025 09:08:42,REAL,14.04.2025 09:07,14.04.2025 09:08:54,REAL,false"
"84228,14.04.2025,85:138:41044-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591467,""Buchs SG, Wiedenstrasse"",14.04.2025 09:07,14.04.2025 09:09:13,REAL,14.04.2025 09:07,14.04.2025 09:09:20,REAL,false"
"84229,14.04.2025,85:138:41044-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8574041,""Buchs SG, Bahnhof"",14.04.2025 09:12,14.04.2025 09:10:01,REAL,14.04.2025 09:18,14.04.2025 09:18:19,REAL,false"
"84230,14.04.2025,85:138:41044-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591466,""Buchs SG, Bahnhofstrasse Ost"",14.04.2025 09:18,14.04.2025 09:18:57,REAL,14.04.2025 09:18,14.04.2025 09:19:06,REAL,false"
"84231,14.04.2025,85:138:41044-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591455,""Buchs SG, Zentrum"",14.04.2025 09:19,14.04.2025 09:19:37,REAL,14.04.2025 09:19,14.04.2025 09:19:46,REAL,false"
"84232,14.04.2025,85:138:41044-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8574040,""Buchs SG, Rathaus"",14.04.2025 09:20,14.04.2025 09:20:37,REAL,14.04.2025 09:20,14.04.2025 09:20:44,REAL,false"
"84233,14.04.2025,85:138:41044-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591456,""Buchs SG, Kath. Kirche"",14.04.2025 09:20,14.04.2025 09:20:57,REAL,14.04.2025 09:20,14.04.2025 09:21:21,REAL,false"
"84234,14.04.2025,85:138:41044-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591461,""Buchs SG, Oberstufe Grof"",14.04.2025 09:21,14.04.2025 09:21:58,REAL,14.04.2025 09:21,14.04.2025 09:22:09,REAL,false"
"84235,14.04.2025,85:138:41044-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591458,""Buchs SG, Kreuzgasse"",14.04.2025 09:21,14.04.2025 09:22:30,REAL,14.04.2025 09:21,14.04.2025 09:22:43,REAL,false"
"84236,14.04.2025,85:138:41044-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591460,""Buchs SG, Röllweg"",14.04.2025 09:22,14.04.2025 09:23:21,REAL,14.04.2025 09:22,14.04.2025 09:23:27,REAL,false"
"84237,14.04.2025,85:138:41044-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8587570,""Buchs SG, Flösweg"",14.04.2025 09:22,14.04.2025 09:23:43,REAL,14.04.2025 09:22,14.04.2025 09:24:00,REAL,false"
"84238,14.04.2025,85:138:41044-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591459,""Buchs SG, Rheinaustrasse"",14.04.2025 09:23,14.04.2025 09:24:24,REAL,14.04.2025 09:23,14.04.2025 09:24:30,REAL,false"
"84239,14.04.2025,85:138:41044-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591453,""Buchs SG, Hallenbad Flös"",14.04.2025 09:24,14.04.2025 09:25:05,REAL,14.04.2025 09:24,14.04.2025 09:25:12,REAL,false"
"84240,14.04.2025,85:138:41044-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8595977,""Buchs SG, Distelweg"",14.04.2025 09:25,14.04.2025 09:25:56,REAL,14.04.2025 09:25,14.04.2025 09:26:03,REAL,false"
"84241,14.04.2025,85:138:41044-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591465,""Buchs SG, Lilienweg"",14.04.2025 09:26,14.04.2025 09:26:26,REAL,14.04.2025 09:26,14.04.2025 09:26:35,REAL,false"
"84245,14.04.2025,85:138:41045-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591465,""Buchs SG, Lilienweg"",14.04.2025 09:00,14.04.2025 09:01:26,REAL,14.04.2025 09:00,14.04.2025 09:01:33,REAL,false"
"84246,14.04.2025,85:138:41045-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8595977,""Buchs SG, Distelweg"",14.04.2025 09:01,14.04.2025 09:01:54,REAL,14.04.2025 09:01,14.04.2025 09:02:00,REAL,false"
"84247,14.04.2025,85:138:41045-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591453,""Buchs SG, Hallenbad Flös"",14.04.2025 09:02,14.04.2025 09:02:45,REAL,14.04.2025 09:02,14.04.2025 09:02:52,REAL,false"
"84248,14.04.2025,85:138:41045-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591459,""Buchs SG, Rheinaustrasse"",14.04.2025 09:02,14.04.2025 09:03:35,REAL,14.04.2025 09:02,14.04.2025 09:03:41,REAL,false"
"84249,14.04.2025,85:138:41045-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8587570,""Buchs SG, Flösweg"",14.04.2025 09:03,14.04.2025 09:04:21,REAL,14.04.2025 09:03,14.04.2025 09:04:43,REAL,false"
"84250,14.04.2025,85:138:41045-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591460,""Buchs SG, Röllweg"",14.04.2025 09:04,14.04.2025 09:04:56,REAL,14.04.2025 09:04,14.04.2025 09:05:04,REAL,false"
"84251,14.04.2025,85:138:41045-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591458,""Buchs SG, Kreuzgasse"",14.04.2025 09:05,14.04.2025 09:05:50,REAL,14.04.2025 09:05,14.04.2025 09:06:18,REAL,false"
"84252,14.04.2025,85:138:41045-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591461,""Buchs SG, Oberstufe Grof"",14.04.2025 09:06,14.04.2025 09:06:51,REAL,14.04.2025 09:06,14.04.2025 09:07:00,REAL,false"
"84253,14.04.2025,85:138:41045-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591456,""Buchs SG, Kath. Kirche"",14.04.2025 09:07,14.04.2025 09:07:31,REAL,14.04.2025 09:07,14.04.2025 09:07:37,REAL,false"
"84254,14.04.2025,85:138:41045-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8581988,""Buchs SG, EW"",14.04.2025 09:08,14.04.2025 09:08:29,REAL,14.04.2025 09:08,14.04.2025 09:08:52,REAL,false"
"84255,14.04.2025,85:138:41045-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591449,""Buchs SG, Grünaustrasse"",14.04.2025 09:09,14.04.2025 09:09:09,REAL,14.04.2025 09:09,14.04.2025 09:09:14,REAL,false"
"84256,14.04.2025,85:138:41045-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8574041,""Buchs SG, Bahnhof"",14.04.2025 09:12,14.04.2025 09:10:21,REAL,14.04.2025 09:18,14.04.2025 09:18:15,REAL,false"
"84257,14.04.2025,85:138:41045-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591467,""Buchs SG, Wiedenstrasse"",14.04.2025 09:19,14.04.2025 09:19:08,REAL,14.04.2025 09:19,14.04.2025 09:19:17,REAL,false"
"84258,14.04.2025,85:138:41045-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591464,""Buchs SG, Stüdtli"",14.04.2025 09:19,14.04.2025 09:19:40,REAL,14.04.2025 09:19,14.04.2025 09:19:41,PROGNOSE,false"
"84259,14.04.2025,85:138:41045-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591454,""Buchs SG, Haus Wieden"",14.04.2025 09:20,14.04.2025 09:20:18,REAL,14.04.2025 09:20,14.04.2025 09:20:27,REAL,false"
"84260,14.04.2025,85:138:41045-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8594205,""Buchs SG, Aeuli"",14.04.2025 09:20,14.04.2025 09:21:20,REAL,14.04.2025 09:20,14.04.2025 09:21:21,PROGNOSE,false"
"84261,14.04.2025,85:138:41045-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591450,""Buchs SG, Brunnenstrasse"",14.04.2025 09:21,14.04.2025 09:21:56,REAL,14.04.2025 09:21,14.04.2025 09:22:02,REAL,false"
"84262,14.04.2025,85:138:41045-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8588220,""Buchs SG, Langäulistrasse"",14.04.2025 09:22,14.04.2025 09:22:56,REAL,14.04.2025 09:22,14.04.2025 09:23:19,REAL,false"
"84272,14.04.2025,85:138:41048-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8588220,""Buchs SG, Langäulistrasse"",14.04.2025 09:34,14.04.2025 09:34:17,REAL,14.04.2025 09:34,14.04.2025 09:35:08,REAL,false"
"84273,14.04.2025,85:138:41048-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591450,""Buchs SG, Brunnenstrasse"",14.04.2025 09:35,14.04.2025 09:35:50,REAL,14.04.2025 09:35,14.04.2025 09:35:56,REAL,false"
"84274,14.04.2025,85:138:41048-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8594205,""Buchs SG, Aeuli"",14.04.2025 09:35,14.04.2025 09:36:30,REAL,14.04.2025 09:35,14.04.2025 09:36:37,REAL,false"
"84275,14.04.2025,85:138:41048-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591454,""Buchs SG, Haus Wieden"",14.04.2025 09:36,14.04.2025 09:37:21,REAL,14.04.2025 09:36,14.04.2025 09:37:48,REAL,false"
"84276,14.04.2025,85:138:41048-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591464,""Buchs SG, Stüdtli"",14.04.2025 09:37,14.04.2025 09:38:06,REAL,14.04.2025 09:37,14.04.2025 09:38:16,REAL,false"
"84277,14.04.2025,85:138:41048-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591467,""Buchs SG, Wiedenstrasse"",14.04.2025 09:37,14.04.2025 09:38:33,REAL,14.04.2025 09:37,14.04.2025 09:38:39,REAL,false"
"84278,14.04.2025,85:138:41048-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8574041,""Buchs SG, Bahnhof"",14.04.2025 09:42,14.04.2025 09:39:17,REAL,14.04.2025 09:48,14.04.2025 09:48:28,REAL,false"
"84279,14.04.2025,85:138:41048-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591466,""Buchs SG, Bahnhofstrasse Ost"",14.04.2025 09:48,14.04.2025 09:49:10,REAL,14.04.2025 09:48,14.04.2025 09:49:20,REAL,false"
"84280,14.04.2025,85:138:41048-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591455,""Buchs SG, Zentrum"",14.04.2025 09:49,14.04.2025 09:49:55,REAL,14.04.2025 09:49,14.04.2025 09:50:36,REAL,false"
"84281,14.04.2025,85:138:41048-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8574040,""Buchs SG, Rathaus"",14.04.2025 09:50,14.04.2025 09:51:38,REAL,14.04.2025 09:50,14.04.2025 09:51:46,REAL,false"
"84282,14.04.2025,85:138:41048-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591456,""Buchs SG, Kath. Kirche"",14.04.2025 09:50,14.04.2025 09:51:59,REAL,14.04.2025 09:50,14.04.2025 09:52:25,REAL,false"
"84283,14.04.2025,85:138:41048-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591461,""Buchs SG, Oberstufe Grof"",14.04.2025 09:51,14.04.2025 09:53:06,REAL,14.04.2025 09:51,14.04.2025 09:53:13,REAL,false"
"84284,14.04.2025,85:138:41048-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591458,""Buchs SG, Kreuzgasse"",14.04.2025 09:51,14.04.2025 09:53:35,REAL,14.04.2025 09:51,14.04.2025 09:54:01,REAL,false"
"84285,14.04.2025,85:138:41048-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591460,""Buchs SG, Röllweg"",14.04.2025 09:52,14.04.2025 09:54:43,REAL,14.04.2025 09:52,14.04.2025 09:55:39,REAL,false"
"84286,14.04.2025,85:138:41048-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8587570,""Buchs SG, Flösweg"",14.04.2025 09:52,14.04.2025 09:55:57,REAL,14.04.2025 09:52,14.04.2025 09:56:33,REAL,false"
"84287,14.04.2025,85:138:41048-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591459,""Buchs SG, Rheinaustrasse"",14.04.2025 09:53,14.04.2025 09:57:02,REAL,14.04.2025 09:53,14.04.2025 09:57:03,PROGNOSE,false"
"84288,14.04.2025,85:138:41048-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591453,""Buchs SG, Hallenbad Flös"",14.04.2025 09:54,14.04.2025 09:57:54,REAL,14.04.2025 09:54,14.04.2025 09:58:34,REAL,false"
"84289,14.04.2025,85:138:41048-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8595977,""Buchs SG, Distelweg"",14.04.2025 09:55,14.04.2025 09:59:15,REAL,14.04.2025 09:55,14.04.2025 09:59:21,REAL,false"
"84290,14.04.2025,85:138:41048-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591465,""Buchs SG, Lilienweg"",14.04.2025 09:56,14.04.2025 09:59:41,REAL,14.04.2025 09:56,14.04.2025 10:00:10,REAL,false"
"84294,14.04.2025,85:138:41049-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591465,""Buchs SG, Lilienweg"",14.04.2025 09:30,14.04.2025 09:30:04,REAL,14.04.2025 09:30,14.04.2025 09:30:10,REAL,false"
"84295,14.04.2025,85:138:41049-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8595977,""Buchs SG, Distelweg"",14.04.2025 09:31,14.04.2025 09:30:35,REAL,14.04.2025 09:31,14.04.2025 09:30:40,REAL,false"
"84296,14.04.2025,85:138:41049-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591453,""Buchs SG, Hallenbad Flös"",14.04.2025 09:32,14.04.2025 09:31:27,REAL,14.04.2025 09:32,14.04.2025 09:31:33,PROGNOSE,false"
"84297,14.04.2025,85:138:41049-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591459,""Buchs SG, Rheinaustrasse"",14.04.2025 09:32,14.04.2025 09:32:43,PROGNOSE,14.04.2025 09:32,14.04.2025 09:32:44,PROGNOSE,false"
"84298,14.04.2025,85:138:41049-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8587570,""Buchs SG, Flösweg"",14.04.2025 09:33,14.04.2025 09:32:59,REAL,14.04.2025 09:33,14.04.2025 09:33:09,REAL,false"
"84299,14.04.2025,85:138:41049-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591460,""Buchs SG, Röllweg"",14.04.2025 09:34,14.04.2025 09:33:23,REAL,14.04.2025 09:34,14.04.2025 09:33:47,REAL,false"
"84300,14.04.2025,85:138:41049-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591458,""Buchs SG, Kreuzgasse"",14.04.2025 09:35,14.04.2025 09:34:35,REAL,14.04.2025 09:35,14.04.2025 09:35:03,REAL,false"
"84301,14.04.2025,85:138:41049-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591461,""Buchs SG, Oberstufe Grof"",14.04.2025 09:36,14.04.2025 09:35:39,REAL,14.04.2025 09:36,14.04.2025 09:35:47,REAL,false"
"84302,14.04.2025,85:138:41049-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591456,""Buchs SG, Kath. Kirche"",14.04.2025 09:37,14.04.2025 09:36:25,REAL,14.04.2025 09:37,14.04.2025 09:36:32,REAL,false"
"84303,14.04.2025,85:138:41049-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8581988,""Buchs SG, EW"",14.04.2025 09:38,14.04.2025 09:37:15,REAL,14.04.2025 09:38,14.04.2025 09:38:05,REAL,false"
"84304,14.04.2025,85:138:41049-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8591449,""Buchs SG, Grünaustrasse"",14.04.2025 09:39,14.04.2025 09:38:25,REAL,14.04.2025 09:39,14.04.2025 09:38:33,REAL,false"
"84305,14.04.2025,85:138:41049-0401,85:138,BOS/rtb,Bus Ostschweiz (Rheintal),Bus,85:138:401,401,,B,false,false,8574041,""Buchs SG, Bahnhof"",14.04.2025 09:42,14.04.2025 09:39:50,REAL,14.04.2025 09:48,14.04.2025 09:48:33,REAL,false"
